consumption_ID;country_ID;year_ID;category_ID;consumption_MEUR
BG23_C03;BG;23;C03;2026.5
CZ10_C03;CZ;10;C03;2566.5
CZ11_C03;CZ;11;C03;2611.6
CZ12_C03;CZ;12;C03;2514.5
CZ13_C03;CZ;13;C03;2547.2
CZ14_C03;CZ;14;C03;2607.5
CZ15_C03;CZ;15;C03;2754.8
CZ16_C03;CZ;16;C03;3103.0
CZ17_C03;CZ;17;C03;3571.4
CZ18_C03;CZ;18;C03;3752.0
CZ19_C03;CZ;19;C03;3998.6
CZ20_C03;CZ;20;C03;3469.6
CZ21_C03;CZ;21;C03;3841.5
CZ22_C03;CZ;22;C03;5031.5
CZ23_C03;CZ;23;C03;5286.1
DK10_C03;DK;10;C03;5137.7
DK11_C03;DK;11;C03;5031.7
DK12_C03;DK;12;C03;5324.8
DK13_C03;DK;13;C03;5300.3
DK14_C03;DK;14;C03;5406.6
DK15_C03;DK;15;C03;5487.1
DK16_C03;DK;16;C03;5637.1
DK17_C03;DK;17;C03;5749.9
DK18_C03;DK;18;C03;5935.0
DK19_C03;DK;19;C03;5972.9
DK20_C03;DK;20;C03;5907.9
DK21_C03;DK;21;C03;6084.5
DK22_C03;DK;22;C03;6780.8
DK23_C03;DK;23;C03;6418.7
DE10_C03;DE;10;C03;66939.0
DE11_C03;DE;11;C03;69992.0
DE12_C03;DE;12;C03;71977.0
DE13_C03;DE;13;C03;73875.0
DE14_C03;DE;14;C03;75098.0
DE15_C03;DE;15;C03;75354.0
DE16_C03;DE;16;C03;77710.0
DE17_C03;DE;17;C03;80573.0
DE18_C03;DE;18;C03;79972.0
DE19_C03;DE;19;C03;77934.0
DE20_C03;DE;20;C03;73654.0
DE21_C03;DE;21;C03;73043.0
DE22_C03;DE;22;C03;75080.0
DE23_C03;DE;23;C03;77490.0
EE10_C03;EE;10;C03;482.5
EE11_C03;EE;11;C03;522.7
EE12_C03;EE;12;C03;599.0
EE13_C03;EE;13;C03;653.6
EE14_C03;EE;14;C03;690.5
EE15_C03;EE;15;C03;722.7
EE16_C03;EE;16;C03;780.9
EE17_C03;EE;17;C03;787.4
EE18_C03;EE;18;C03;828.9
EE19_C03;EE;19;C03;855.1
EE20_C03;EE;20;C03;799.2
EE21_C03;EE;21;C03;915.6
EE22_C03;EE;22;C03;1068.0
EE23_C03;EE;23;C03;1120.8
IE10_C03;IE;10;C03;3137.0
IE11_C03;IE;11;C03;2983.6
IE12_C03;IE;12;C03;3030.9
IE13_C03;IE;13;C03;3023.0
IE14_C03;IE;14;C03;3141.9
IE15_C03;IE;15;C03;3388.5
IE16_C03;IE;16;C03;3450.1
IE17_C03;IE;17;C03;3588.0
IE18_C03;IE;18;C03;3870.6
IE19_C03;IE;19;C03;4082.1
IE20_C03;IE;20;C03;3641.8
IE21_C03;IE;21;C03;4904.1
IE22_C03;IE;22;C03;5467.8
IE23_C03;IE;23;C03;5354.6
ES10_C03;ES;10;C03;31646.0
ES11_C03;ES;11;C03;30247.0
ES12_C03;ES;12;C03;27938.0
ES13_C03;ES;13;C03;27142.0
ES14_C03;ES;14;C03;28198.0
ES15_C03;ES;15;C03;28964.0
ES16_C03;ES;16;C03;29912.0
ES17_C03;ES;17;C03;30319.0
ES18_C03;ES;18;C03;29439.0
ES19_C03;ES;19;C03;29459.0
ES20_C03;ES;20;C03;19964.0
ES21_C03;ES;21;C03;23649.0
ES22_C03;ES;22;C03;27101.0
ES23_C03;ES;23;C03;29430.0
FR10_C03;FR;10;C03;46394.2
FR11_C03;FR;11;C03;46064.0
FR12_C03;FR;12;C03;45979.2
FR13_C03;FR;13;C03;45898.6
FR14_C03;FR;14;C03;46179.3
FR15_C03;FR;15;C03;46376.8
FR16_C03;FR;16;C03;46183.9
FR17_C03;FR;17;C03;46684.8
FR18_C03;FR;18;C03;45623.6
FR19_C03;FR;19;C03;45633.6
FR20_C03;FR;20;C03;38119.6
FR21_C03;FR;21;C03;42512.4
FR22_C03;FR;22;C03;44388.6
FR23_C03;FR;23;C03;44222.4
IT10_C03;IT;10;C03;63228.9
IT11_C03;IT;11;C03;64873.4
IT12_C03;IT;12;C03;60990.3
IT13_C03;IT;13;C03;59664.0
IT14_C03;IT;14;C03;60735.6
IT15_C03;IT;15;C03;61855.9
IT16_C03;IT;16;C03;62162.6
IT17_C03;IT;17;C03;63404.4
IT18_C03;IT;18;C03;65613.4
IT19_C03;IT;19;C03;64309.9
IT20_C03;IT;20;C03;50987.9
IT21_C03;IT;21;C03;54502.2
IT22_C03;IT;22;C03;66434.1
IT23_C03;IT;23;C03;64893.9
CY10_C03;CY;10;C03;760.7
CY11_C03;CY;11;C03;733.1
CY12_C03;CY;12;C03;691.7
CY13_C03;CY;13;C03;617.6
CY14_C03;CY;14;C03;644.8
CY15_C03;CY;15;C03;643.3
CY16_C03;CY;16;C03;666.1
CY17_C03;CY;17;C03;699.8
CY18_C03;CY;18;C03;724.3
CY19_C03;CY;19;C03;762.8
CY20_C03;CY;20;C03;687.7
CY21_C03;CY;21;C03;860.2
CY22_C03;CY;22;C03;973.3
CY23_C03;CY;23;C03;1050.6
LV10_C03;LV;10;C03;592.6
LV11_C03;LV;11;C03;588.8
LV12_C03;LV;12;C03;685.0
LV13_C03;LV;13;C03;776.1
LV14_C03;LV;14;C03;771.3
LV15_C03;LV;15;C03;835.7
LV16_C03;LV;16;C03;813.2
LV17_C03;LV;17;C03;849.6
LV18_C03;LV;18;C03;880.3
LV19_C03;LV;19;C03;916.2
LV20_C03;LV;20;C03;911.0
LV21_C03;LV;21;C03;988.8
LV22_C03;LV;22;C03;1186.1
LV23_C03;LV;23;C03;1286.5
HU10_C03;HU;10;C03;1449.1
HU11_C03;HU;11;C03;1534.7
HU12_C03;HU;12;C03;1435.8
HU13_C03;HU;13;C03;1524.1
HU14_C03;HU;14;C03;1773.6
HU15_C03;HU;15;C03;2044.4
HU16_C03;HU;16;C03;2155.3
HU17_C03;HU;17;C03;2409.3
HU18_C03;HU;18;C03;2547.5
HU19_C03;HU;19;C03;2620.8
HU20_C03;HU;20;C03;2146.1
HU21_C03;HU;21;C03;2425.6
HU22_C03;HU;22;C03;2606.5
HU23_C03;HU;23;C03;3243.7
MT10_C03;MT;10;C03;247.6
MT11_C03;MT;11;C03;266.0
MT12_C03;MT;12;C03;284.4
MT13_C03;MT;13;C03;308.1
MT14_C03;MT;14;C03;328.2
MT15_C03;MT;15;C03;339.3
MT16_C03;MT;16;C03;322.5
MT17_C03;MT;17;C03;362.5
MT18_C03;MT;18;C03;399.9
MT19_C03;MT;19;C03;434.0
MT20_C03;MT;20;C03;335.3
MT21_C03;MT;21;C03;358.9
MT22_C03;MT;22;C03;454.2
MT23_C03;MT;23;C03;468.3
NL10_C03;NL;10;C03;15121.0
NL11_C03;NL;11;C03;15532.0
NL12_C03;NL;12;C03;15429.0
NL13_C03;NL;13;C03;15307.0
NL14_C03;NL;14;C03;15859.0
NL15_C03;NL;15;C03;16530.0
NL16_C03;NL;16;C03;16595.0
NL17_C03;NL;17;C03;17285.0
NL18_C03;NL;18;C03;17323.0
NL19_C03;NL;19;C03;17944.0
NL20_C03;NL;20;C03;15453.0
NL21_C03;NL;21;C03;17955.0
NL22_C03;NL;22;C03;21497.0
NL23_C03;NL;23;C03;23164.0
AT10_C03;AT;10;C03;9163.4
AT11_C03;AT;11;C03;9451.8
AT12_C03;AT;12;C03;9527.6
AT13_C03;AT;13;C03;9766.1
AT14_C03;AT;14;C03;10121.6
AT15_C03;AT;15;C03;10188.7
AT16_C03;AT;16;C03;10435.5
AT17_C03;AT;17;C03;10588.9
AT18_C03;AT;18;C03;10602.8
AT19_C03;AT;19;C03;10657.8
AT20_C03;AT;20;C03;8642.5
AT21_C03;AT;21;C03;9174.1
AT22_C03;AT;22;C03;10870.8
AT23_C03;AT;23;C03;11286.0
PT10_C03;PT;10;C03;7309.9
PT11_C03;PT;11;C03;6972.8
PT12_C03;PT;12;C03;6437.0
PT13_C03;PT;13;C03;6686.8
PT14_C03;PT;14;C03;7384.0
PT15_C03;PT;15;C03;7921.0
PT16_C03;PT;16;C03;8095.7
PT17_C03;PT;17;C03;8319.3
PT18_C03;PT;18;C03;8474.5
PT19_C03;PT;19;C03;8615.6
PT20_C03;PT;20;C03;7418.3
PT21_C03;PT;21;C03;7705.7
PT22_C03;PT;22;C03;8991.0
PT23_C03;PT;23;C03;9608.869945376311
SI10_C03;SI;10;C03;1157.7
SI11_C03;SI;11;C03;1163.6
SI12_C03;SI;12;C03;1158.8
SI13_C03;SI;13;C03;1030.2
SI14_C03;SI;14;C03;1074.5
SI15_C03;SI;15;C03;1067.2
SI16_C03;SI;16;C03;1231.2
SI17_C03;SI;17;C03;1276.0
SI18_C03;SI;18;C03;1302.0
SI19_C03;SI;19;C03;1469.5
SI20_C03;SI;20;C03;1147.1
SI21_C03;SI;21;C03;1520.2
SI22_C03;SI;22;C03;1750.2
SI23_C03;SI;23;C03;1645.3
SE10_C03;SE;10;C03;9259.3
SE11_C03;SE;11;C03;9889.6
SE12_C03;SE;12;C03;10299.4
SE13_C03;SE;13;C03;10580.2
SE14_C03;SE;14;C03;10452.6
SE15_C03;SE;15;C03;10908.5
SE16_C03;SE;16;C03;10405.3
SE17_C03;SE;17;C03;10233.4
SE18_C03;SE;18;C03;9626.1
SE19_C03;SE;19;C03;9222.8
SE20_C03;SE;20;C03;8315.5
SE21_C03;SE;21;C03;9693.4
SE22_C03;SE;22;C03;10347.7
SE23_C03;SE;23;C03;9820.7
EU10_C04;EU;10;C04;1464212.5
EU11_C04;EU;11;C04;1507205.5
EU12_C04;EU;12;C04;1555576.5
EU13_C04;EU;13;C04;1588532.3
EU14_C04;EU;14;C04;1590381.1
EU15_C04;EU;15;C04;1620749.0
EU16_C04;EU;16;C04;1643134.1
EU17_C04;EU;17;C04;1685478.8
EU18_C04;EU;18;C04;1733947.8
EU19_C04;EU;19;C04;1782981.3
EU20_C04;EU;20;C04;1809247.6
EU21_C04;EU;21;C04;1899830.5
EU22_C04;EU;22;C04;2038279.4
EU23_C04;EU;23;C04;2119399.5
BE10_C04;BE;10;C04;43150.4
BE11_C04;BE;11;C04;46017.0
BE12_C04;BE;12;C04;48867.1
BE13_C04;BE;13;C04;49747.6
BE14_C04;BE;14;C04;48886.4
BE15_C04;BE;15;C04;49590.8
BE16_C04;BE;16;C04;50926.2
BE17_C04;BE;17;C04;52807.3
BE18_C04;BE;18;C04;54430.1
BE19_C04;BE;19;C04;55874.8
BE20_C04;BE;20;C04;56224.0
BE21_C04;BE;21;C04;60429.4
BE22_C04;BE;22;C04;70312.7
BE23_C04;BE;23;C04;70812.7
BG10_C04;BG;10;C04;5001.7
BG11_C04;BG;11;C04;5449.6
BG12_C04;BG;12;C04;5668.0
BG13_C04;BG;13;C04;5583.4
BG14_C04;BG;14;C04;5702.1
BG15_C04;BG;15;C04;5954.1
BG16_C04;BG;16;C04;5987.9
BG17_C04;BG;17;C04;6512.4
BG18_C04;BG;18;C04;7063.0
BG19_C04;BG;19;C04;7576.5
BG20_C04;BG;20;C04;7252.3
BG21_C04;BG;21;C04;8047.0
BG22_C04;BG;22;C04;9449.1
BG23_C04;BG;23;C04;10035.4
CZ10_C04;CZ;10;C04;24581.2
CZ11_C04;CZ;11;C04;25280.2
CZ12_C04;CZ;12;C04;24943.4
CZ13_C04;CZ;13;C04;24404.9
CZ14_C04;CZ;14;C04;22780.1
CZ15_C04;CZ;15;C04;24040.3
CZ16_C04;CZ;16;C04;25320.1
CZ17_C04;CZ;17;C04;27960.0
CZ18_C04;CZ;18;C04;31196.6
CZ19_C04;CZ;19;C04;33289.0
CZ20_C04;CZ;20;C04;34442.1
CZ21_C04;CZ;21;C04;38888.2
CZ22_C04;CZ;22;C04;45461.0
CZ23_C04;CZ;23;C04;48131.1
DK10_C04;DK;10;C04;33483.5
DK11_C04;DK;11;C04;34424.9
DK12_C04;DK;12;C04;35623.0
DK13_C04;DK;13;C04;36888.9
DK14_C04;DK;14;C04;37075.4
DK15_C04;DK;15;C04;37602.9
DK16_C04;DK;16;C04;38469.4
DK17_C04;DK;17;C04;39257.2
DK18_C04;DK;18;C04;40598.6
DK19_C04;DK;19;C04;41485.5
DK20_C04;DK;20;C04;42780.9
DK21_C04;DK;21;C04;44669.4
DK22_C04;DK;22;C04;48124.2
DK23_C04;DK;23;C04;46815.8
DE10_C04;DE;10;C04;345019.0
DE11_C04;DE;11;C04;350263.0
DE12_C04;DE;12;C04;361646.0
DE13_C04;DE;13;C04;373770.0
DE14_C04;DE;14;C04;374023.0
DE15_C04;DE;15;C04;379958.0
DE16_C04;DE;16;C04;385846.0
DE17_C04;DE;17;C04;394605.0
DE18_C04;DE;18;C04;404425.0
DE19_C04;DE;19;C04;416157.0
DE20_C04;DE;20;C04;424666.0
DE21_C04;DE;21;C04;440560.0
DE22_C04;DE;22;C04;467998.0
DE23_C04;DE;23;C04;488553.0
EE10_C04;EE;10;C04;1662.6
EE11_C04;EE;11;C04;1770.9
EE12_C04;EE;12;C04;2003.1
EE13_C04;EE;13;C04;2161.2
EE14_C04;EE;14;C04;2251.6
EE15_C04;EE;15;C04;2331.5
EE16_C04;EE;16;C04;2461.9
EE17_C04;EE;17;C04;2631.8
EE18_C04;EE;18;C04;2832.8
EE19_C04;EE;19;C04;3060.0
EE20_C04;EE;20;C04;2999.0
EE21_C04;EE;21;C04;3385.9
EE22_C04;EE;22;C04;4572.7
EE23_C04;EE;23;C04;5146.6
IE10_C04;IE;10;C04;16613.6
IE11_C04;IE;11;C04;17067.7
IE12_C04;IE;12;C04;17424.7
IE13_C04;IE;13;C04;17979.2
IE14_C04;IE;14;C04;18765.4
IE15_C04;IE;15;C04;20316.0
IE16_C04;IE;16;C04;21166.6
IE17_C04;IE;17;C04;22625.6
IE18_C04;IE;18;C04;24686.9
IE19_C04;IE;19;C04;25832.9
IE20_C04;IE;20;C04;26156.9
IE21_C04;IE;21;C04;27745.1
IE22_C04;IE;22;C04;32398.5
IE23_C04;IE;23;C04;35793.8
ES10_C04;ES;10;C04;145427.0
ES11_C04;ES;11;C04;150984.0
ES12_C04;ES;12;C04;153665.0
ES13_C04;ES;13;C04;154960.0
ES14_C04;ES;14;C04;154794.0
ES15_C04;ES;15;C04;154156.0
ES16_C04;ES;16;C04;155185.0
ES17_C04;ES;17;C04;159305.0
ES18_C04;ES;18;C04;163540.0
ES19_C04;ES;19;C04;167101.0
ES20_C04;ES;20;C04;164523.0
ES21_C04;ES;21;C04;173024.0
ES22_C04;ES;22;C04;182175.0
ES23_C04;ES;23;C04;183830.0
FR10_C04;FR;10;C04;291863.4
FR11_C04;FR;11;C04;298368.1
FR12_C04;FR;12;C04;310002.4
FR13_C04;FR;13;C04;319186.8
FR14_C04;FR;14;C04;321791.1
FR15_C04;FR;15;C04;328105.0
FR16_C04;FR;16;C04;333417.9
FR17_C04;FR;17;C04;338541.0
FR18_C04;FR;18;C04;347180.0
FR19_C04;FR;19;C04;355652.1
FR20_C04;FR;20;C04;359251.5
FR21_C04;FR;21;C04;375626.1
FR22_C04;FR;22;C04;386811.3
FR23_C04;FR;23;C04;404739.0
IT10_C04;IT;10;C04;221655.1
IT11_C04;IT;11;C04;228989.8
IT12_C04;IT;12;C04;237871.1
IT13_C04;IT;13;C04;242129.2
IT14_C04;IT;14;C04;239907.1
IT15_C04;IT;15;C04;244710.7
IT16_C04;IT;16;C04;244858.8
IT17_C04;IT;17;C04;248271.9
IT18_C04;IT;18;C04;252037.4
IT19_C04;IT;19;C04;254570.4
IT20_C04;IT;20;C04;252584.3
IT21_C04;IT;21;C04;260714.5
IT22_C04;IT;22;C04;284919.0
IT23_C04;IT;23;C04;286663.9
CY10_C04;CY;10;C04;2508.6
CY11_C04;CY;11;C04;2613.0
CY12_C04;CY;12;C04;2826.4
CY13_C04;CY;13;C04;2517.4
CY14_C04;CY;14;C04;2137.0
CY15_C04;CY;15;C04;2078.5
CY16_C04;CY;16;C04;2087.2
CY17_C04;CY;17;C04;2138.9
CY18_C04;CY;18;C04;2411.4
CY19_C04;CY;19;C04;2627.8
CY20_C04;CY;20;C04;2734.9
CY21_C04;CY;21;C04;3004.3
CY22_C04;CY;22;C04;3473.9
CY23_C04;CY;23;C04;3802.6
LV10_C04;LV;10;C04;1991.6
LV11_C04;LV;11;C04;2083.6
LV12_C04;LV;12;C04;2293.6
LV13_C04;LV;13;C04;2288.4
LV14_C04;LV;14;C04;2374.0
LV15_C04;LV;15;C04;2362.1
LV16_C04;LV;16;C04;2442.4
LV17_C04;LV;17;C04;2458.0
LV18_C04;LV;18;C04;2618.4
LV19_C04;LV;19;C04;2700.2
LV20_C04;LV;20;C04;2769.9
LV21_C04;LV;21;C04;3045.9
LV22_C04;LV;22;C04;3616.1
LV23_C04;LV;23;C04;3476.2
HU10_C04;HU;10;C04;12762.3
HU11_C04;HU;11;C04;12775.5
HU12_C04;HU;12;C04;12445.4
HU13_C04;HU;13;C04;11705.3
HU14_C04;HU;14;C04;10926.9
HU15_C04;HU;15;C04;11463.7
HU16_C04;HU;16;C04;12077.7
HU17_C04;HU;17;C04;13132.6
HU18_C04;HU;18;C04;13987.2
HU19_C04;HU;19;C04;15460.6
HU20_C04;HU;20;C04;15289.7
HU21_C04;HU;21;C04;16727.6
HU22_C04;HU;22;C04;18957.4
HU23_C04;HU;23;C04;20929.0
MT10_C04;MT;10;C04;611.8
MT11_C04;MT;11;C04;632.1
MT12_C04;MT;12;C04;668.2
MT13_C04;MT;13;C04;682.3
MT14_C04;MT;14;C04;699.8
MT15_C04;MT;15;C04;760.7
MT16_C04;MT;16;C04;839.8
MT17_C04;MT;17;C04;968.0
MT18_C04;MT;18;C04;1006.6
MT19_C04;MT;19;C04;1134.4
MT20_C04;MT;20;C04;1112.9
MT21_C04;MT;21;C04;1274.3
MT22_C04;MT;22;C04;1376.3
MT23_C04;MT;23;C04;1604.2
NL10_C04;NL;10;C04;66207.0
NL11_C04;NL;11;C04;66824.0
NL12_C04;NL;12;C04;69494.0
NL13_C04;NL;13;C04;72197.0
NL14_C04;NL;14;C04;73192.0
NL15_C04;NL;15;C04;75333.0
NL16_C04;NL;16;C04;76328.0
NL17_C04;NL;17;C04;77547.0
NL18_C04;NL;18;C04;81061.0
NL19_C04;NL;19;C04;84230.0
NL20_C04;NL;20;C04;88009.0
NL21_C04;NL;21;C04;91764.0
NL22_C04;NL;22;C04;97979.0
NL23_C04;NL;23;C04;101683.0
AT10_C04;AT;10;C04;32273.2
AT11_C04;AT;11;C04;33676.4
AT12_C04;AT;12;C04;35079.3
AT13_C04;AT;13;C04;36509.3
AT14_C04;AT;14;C04;37289.3
AT15_C04;AT;15;C04;38419.7
AT16_C04;AT;16;C04;39878.2
AT17_C04;AT;17;C04;41383.0
AT18_C04;AT;18;C04;42640.4
AT19_C04;AT;19;C04;44242.6
AT20_C04;AT;20;C04;46077.9
AT21_C04;AT;21;C04;48044.1
AT22_C04;AT;22;C04;51901.6
AT23_C04;AT;23;C04;56879.0
PT10_C04;PT;10;C04;19890.6
PT11_C04;PT;11;C04;20307.6
PT12_C04;PT;12;C04;21211.7
PT13_C04;PT;13;C04;21766.7
PT14_C04;PT;14;C04;22710.1
PT15_C04;PT;15;C04;23148.5
PT16_C04;PT;16;C04;23685.8
PT17_C04;PT;17;C04;23957.4
PT18_C04;PT;18;C04;24664.1
PT19_C04;PT;19;C04;25498.5
PT20_C04;PT;20;C04;26270.8
PT21_C04;PT;21;C04;26579.0
PT22_C04;PT;22;C04;28072.0
PT23_C04;PT;23;C04;30001.134145990858
SI10_C04;SI;10;C04;4108.4
SI11_C04;SI;11;C04;4228.5
SI12_C04;SI;12;C04;4292.2
SI13_C04;SI;13;C04;4240.7
SI14_C04;SI;14;C04;4207.5
SI15_C04;SI;15;C04;4264.7
SI16_C04;SI;16;C04;4386.9
SI17_C04;SI;17;C04;4470.0
SI18_C04;SI;18;C04;4624.1
SI19_C04;SI;19;C04;4827.0
SI20_C04;SI;20;C04;4914.7
SI21_C04;SI;21;C04;5206.5
SI22_C04;SI;22;C04;5934.9
SI23_C04;SI;23;C04;6222.2
SE10_C04;SE;10;C04;45800.1
SE11_C04;SE;11;C04;49562.9
SE12_C04;SE;12;C04;51697.4
SE13_C04;SE;13;C04;53044.7
SE14_C04;SE;14;C04;51731.4
SE15_C04;SE;15;C04;51925.1
SE16_C04;SE;16;C04;53199.5
SE17_C04;SE;17;C04;54455.5
SE18_C04;SE;18;C04;53849.3
SE19_C04;SE;19;C04;54116.9
SE20_C04;SE;20;C04;56295.8
SE21_C04;SE;21;C04;61478.9
SE22_C04;SE;22;C04;60991.8
SE23_C04;SE;23;C04;57476.3
EU10_C05;EU;10;C05;326748.4
EU11_C05;EU;11;C05;332336.0
EU12_C05;EU;12;C05;329568.3
EU13_C05;EU;13;C05;325053.8
EU14_C05;EU;14;C05;330708.7
EU15_C05;EU;15;C05;339256.8
EU16_C05;EU;16;C05;351707.7
EU17_C05;EU;17;C05;362452.3
EU18_C05;EU;18;C05;369968.9
EU19_C05;EU;19;C05;380060.5
EU20_C05;EU;20;C05;381308.8
EU21_C05;EU;21;C05;410307.6
EU22_C05;EU;22;C05;436637.4
EU23_C05;EU;23;C05;441202.3
BE10_C05;BE;10;C05;11395.7
BE11_C05;BE;11;C05;11691.0
BE12_C05;BE;12;C05;11671.9
BE13_C05;BE;13;C05;11654.1
BE14_C05;BE;14;C05;11798.0
BE15_C05;BE;15;C05;11998.8
BE16_C05;BE;16;C05;12205.5
BE17_C05;BE;17;C05;12550.5
BE18_C05;BE;18;C05;12739.1
BE19_C05;BE;19;C05;12931.4
BE20_C05;BE;20;C05;12849.6
BE21_C05;BE;21;C05;13973.6
BE22_C05;BE;22;C05;13817.8
BE23_C05;BE;23;C05;14425.7
BG10_C05;BG;10;C05;1684.4
BG11_C05;BG;11;C05;1647.9
BG12_C05;BG;12;C05;1960.5
BG13_C05;BG;13;C05;1783.1
BG14_C05;BG;14;C05;1393.6
BG15_C05;BG;15;C05;1438.4
BG16_C05;BG;16;C05;1563.4
BG17_C05;BG;17;C05;1680.1
BG18_C05;BG;18;C05;1831.4
BG19_C05;BG;19;C05;1996.2
BG20_C05;BG;20;C05;1998.9
BG21_C05;BG;21;C05;2465.6
BG22_C05;BG;22;C05;3087.6
BG23_C05;BG;23;C05;3360.8
CZ10_C05;CZ;10;C05;3979.3
CZ11_C05;CZ;11;C05;4163.4
CZ12_C05;CZ;12;C05;4031.5
CZ13_C05;CZ;13;C05;3921.1
CZ14_C05;CZ;14;C05;3936.5
CZ15_C05;CZ;15;C05;4134.2
CZ16_C05;CZ;16;C05;4503.4
CZ17_C05;CZ;17;C05;4807.3
CZ18_C05;CZ;18;C05;5278.0
CZ19_C05;CZ;19;C05;5456.2
CZ20_C05;CZ;20;C05;5210.5
CZ21_C05;CZ;21;C05;5934.2
CZ22_C05;CZ;22;C05;6958.8
CZ23_C05;CZ;23;C05;7029.2
DK10_C05;DK;10;C05;5660.1
DK11_C05;DK;11;C05;5639.3
DK12_C05;DK;12;C05;5670.0
DK13_C05;DK;13;C05;5859.7
DK14_C05;DK;14;C05;6018.6
DK15_C05;DK;15;C05;6433.5
DK16_C05;DK;16;C05;6893.5
DK17_C05;DK;17;C05;7413.8
DK18_C05;DK;18;C05;7662.5
DK19_C05;DK;19;C05;7730.1
DK20_C05;DK;20;C05;8565.9
DK21_C05;DK;21;C05;9679.7
DK22_C05;DK;22;C05;8990.0
DK23_C05;DK;23;C05;7481.1
DE10_C05;DE;10;C05;74112.0
DE11_C05;DE;11;C05;78374.0
DE12_C05;DE;12;C05;81882.0
DE13_C05;DE;13;C05;81534.0
DE14_C05;DE;14;C05;83543.0
DE15_C05;DE;15;C05;84822.0
DE16_C05;DE;16;C05;89309.0
DE17_C05;DE;17;C05;90367.0
DE18_C05;DE;18;C05;90479.0
DE19_C05;DE;19;C05;94213.0
DE20_C05;DE;20;C05;100743.0
DE21_C05;DE;21;C05;101045.0
