income_ID;country_ID;year_ID;age_ID;gender_ID;median_income_MEUR
LU22_A65_M;LU;22;A65;M;50533.0
LU23_A65_M;LU;23;A65;M;53711.0
LU24_A65_M;LU;24;A65;M;59430.0
HU15_A65_M;HU;15;A65;M;4982.0
HU16_A65_M;HU;16;A65;M;5031.0
HU17_A65_M;HU;17;A65;M;5260.0
HU18_A65_M;HU;18;A65;M;5672.0
HU19_A65_M;HU;19;A65;M;5796.0
HU20_A65_M;HU;20;A65;M;6156.0
HU21_A65_M;HU;21;A65;M;6352.0
HU22_A65_M;HU;22;A65;M;7114.0
HU23_A65_M;HU;23;A65;M;6773.0
HU24_A65_M;HU;24;A65;M;8903.0
MT15_A65_M;MT;15;A65;M;11078.0
MT16_A65_M;MT;16;A65;M;10772.0
MT17_A65_M;MT;17;A65;M;11390.0
MT18_A65_M;MT;18;A65;M;11859.0
MT19_A65_M;MT;19;A65;M;12321.0
MT20_A65_M;MT;20;A65;M;13484.0
MT21_A65_M;MT;21;A65;M;13839.0
MT22_A65_M;MT;22;A65;M;14478.0
MT23_A65_M;MT;23;A65;M;14490.0
MT24_A65_M;MT;24;A65;M;16021.0
NL15_A65_M;NL;15;A65;M;19842.0
NL16_A65_M;NL;16;A65;M;20269.0
NL17_A65_M;NL;17;A65;M;20664.0
NL18_A65_M;NL;18;A65;M;21243.0
NL19_A65_M;NL;19;A65;M;21609.0
NL20_A65_M;NL;20;A65;M;22351.0
NL21_A65_M;NL;21;A65;M;23112.0
NL22_A65_M;NL;22;A65;M;24079.0
NL23_A65_M;NL;23;A65;M;25193.0
NL24_A65_M;NL;24;A65;M;27557.0
AT15_A65_M;AT;15;A65;M;24434.0
AT16_A65_M;AT;16;A65;M;24438.0
AT17_A65_M;AT;17;A65;M;25658.0
AT18_A65_M;AT;18;A65;M;25742.0
AT19_A65_M;AT;19;A65;M;26489.0
AT20_A65_M;AT;20;A65;M;27204.0
AT21_A65_M;AT;21;A65;M;28024.0
AT22_A65_M;AT;22;A65;M;27877.0
AT23_A65_M;AT;23;A65;M;30988.0
AT24_A65_M;AT;24;A65;M;33518.0
PL15_A65_M;PL;15;A65;M;5871.0
PL16_A65_M;PL;16;A65;M;6218.0
PL17_A65_M;PL;17;A65;M;6013.0
PL18_A65_M;PL;18;A65;M;6467.0
PL19_A65_M;PL;19;A65;M;6880.0
PL20_A65_M;PL;20;A65;M;7523.0
PL21_A65_M;PL;21;A65;M;7795.0
PL22_A65_M;PL;22;A65;M;8615.0
PL23_A65_M;PL;23;A65;M;9313.0
PL24_A65_M;PL;24;A65;M;11322.0
PT15_A65_M;PT;15;A65;M;8464.0
PT16_A65_M;PT;16;A65;M;8762.0
PT17_A65_M;PT;17;A65;M;9058.0
PT18_A65_M;PT;18;A65;M;9125.0
PT19_A65_M;PT;19;A65;M;9845.0
PT20_A65_M;PT;20;A65;M;10556.0
PT21_A65_M;PT;21;A65;M;10976.0
PT22_A65_M;PT;22;A65;M;11223.0
PT23_A65_M;PT;23;A65;M;11783.0
PT24_A65_M;PT;24;A65;M;12030.0
RO15_A65_M;RO;15;A65;M;2575.0
RO16_A65_M;RO;16;A65;M;2712.0
RO17_A65_M;RO;17;A65;M;2987.0
RO18_A65_M;RO;18;A65;M;3283.0
RO19_A65_M;RO;19;A65;M;3691.0
RO20_A65_M;RO;20;A65;M;4187.0
RO21_A65_M;RO;21;A65;M;4499.0
RO22_A65_M;RO;22;A65;M;5662.0
RO23_A65_M;RO;23;A65;M;6591.0
RO24_A65_M;RO;24;A65;M;7574.0
SI15_A65_M;SI;15;A65;M;12395.0
SI16_A65_M;SI;16;A65;M;12164.0
SI17_A65_M;SI;17;A65;M;11962.0
SI18_A65_M;SI;18;A65;M;12234.0
SI19_A65_M;SI;19;A65;M;12777.0
SI20_A65_M;SI;20;A65;M;13493.0
SI21_A65_M;SI;21;A65;M;14145.0
SI22_A65_M;SI;22;A65;M;14570.0
SI23_A65_M;SI;23;A65;M;15884.0
SI24_A65_M;SI;24;A65;M;16968.0
SK15_A65_M;SK;15;A65;M;6654.0
SK16_A65_M;SK;16;A65;M;6699.0
SK17_A65_M;SK;17;A65;M;6755.0
SK18_A65_M;SK;18;A65;M;7153.0
SK19_A65_M;SK;19;A65;M;7385.0
SK20_A65_M;SK;20;A65;M;7791.0
SK21_A65_M;SK;21;A65;M;8122.0
SK22_A65_M;SK;22;A65;M;8568.0
SK23_A65_M;SK;23;A65;M;9457.0
SK24_A65_M;SK;24;A65;M;10775.0
FI15_A65_M;FI;15;A65;M;21659.0
FI16_A65_M;FI;16;A65;M;21910.0
FI17_A65_M;FI;17;A65;M;22368.0
FI18_A65_M;FI;18;A65;M;22785.0
FI19_A65_M;FI;19;A65;M;22969.0
FI20_A65_M;FI;20;A65;M;23448.0
FI21_A65_M;FI;21;A65;M;23447.0
FI22_A65_M;FI;22;A65;M;23871.0
FI23_A65_M;FI;23;A65;M;24615.0
FI24_A65_M;FI;24;A65;M;26795.0
SE15_A65_M;SE;15;A65;M;22790.0
SE16_A65_M;SE;16;A65;M;22227.0
SE17_A65_M;SE;17;A65;M;22686.0
SE18_A65_M;SE;18;A65;M;23541.0
SE19_A65_M;SE;19;A65;M;22647.0
SE20_A65_M;SE;20;A65;M;22760.0
SE21_A65_M;SE;21;A65;M;23470.0
SE22_A65_M;SE;22;A65;M;24658.0
SE23_A65_M;SE;23;A65;M;24876.0
SE24_A65_M;SE;24;A65;M;25437.0
EU15_A50_F;EU;15;A50;F;16637.0
EU16_A50_F;EU;16;A50;F;17145.0
EU17_A50_F;EU;17;A50;F;17850.0
EU18_A50_F;EU;18;A50;F;18378.0
EU19_A50_F;EU;19;A50;F;18802.0
EU20_A50_F;EU;20;A50;F;20052.0
EU21_A50_F;EU;21;A50;F;20031.0
EU22_A50_F;EU;22;A50;F;20883.0
EU23_A50_F;EU;23;A50;F;22150.0
EU24_A50_F;EU;24;A50;F;23525.0
BE15_A50_F;BE;15;A50;F;23336.0
BE16_A50_F;BE;16;A50;F;22904.0
BE17_A50_F;BE;17;A50;F;23334.0
BE18_A50_F;BE;18;A50;F;24916.0
BE19_A50_F;BE;19;A50;F;25870.0
BE20_A50_F;BE;20;A50;F;27273.0
BE21_A50_F;BE;21;A50;F;27348.0
BE22_A50_F;BE;22;A50;F;29058.0
BE23_A50_F;BE;23;A50;F;30525.0
BE24_A50_F;BE;24;A50;F;33403.0
BG15_A50_F;BG;15;A50;F;3752.0
BG16_A50_F;BG;16;A50;F;3720.0
BG17_A50_F;BG;17;A50;F;4273.0
BG18_A50_F;BG;18;A50;F;4076.0
BG19_A50_F;BG;19;A50;F;4869.0
BG20_A50_F;BG;20;A50;F;5422.0
BG21_A50_F;BG;21;A50;F;6101.0
BG22_A50_F;BG;22;A50;F;6456.0
BG23_A50_F;BG;23;A50;F;7751.0
BG24_A50_F;BG;24;A50;F;9244.0
CZ15_A50_F;CZ;15;A50;F;7801.0
CZ16_A50_F;CZ;16;A50;F;8231.0
CZ17_A50_F;CZ;17;A50;F;8688.0
CZ18_A50_F;CZ;18;A50;F;9642.0
CZ19_A50_F;CZ;19;A50;F;10559.0
CZ20_A50_F;CZ;20;A50;F;11288.0
CZ21_A50_F;CZ;21;A50;F;11514.0
CZ22_A50_F;CZ;22;A50;F;13627.0
CZ23_A50_F;CZ;23;A50;F;15335.0
CZ24_A50_F;CZ;24;A50;F;17080.0
DK15_A50_F;DK;15;A50;F;33478.0
DK16_A50_F;DK;16;A50;F;33715.0
DK17_A50_F;DK;17;A50;F;34860.0
DK18_A50_F;DK;18;A50;F;36055.0
DK19_A50_F;DK;19;A50;F;37190.0
DK20_A50_F;DK;20;A50;F;37669.0
DK21_A50_F;DK;21;A50;F;38983.0
DK22_A50_F;DK;22;A50;F;40806.0
DK23_A50_F;DK;23;A50;F;41489.0
DK24_A50_F;DK;24;A50;F;43013.0
DE15_A50_F;DE;15;A50;F;21475.0
DE16_A50_F;DE;16;A50;F;22303.0
DE17_A50_F;DE;17;A50;F;23568.0
DE18_A50_F;DE;18;A50;F;23887.0
DE19_A50_F;DE;19;A50;F;24649.0
DE20_A50_F;DE;20;A50;F;28939.0
DE21_A50_F;DE;21;A50;F;27444.0
DE22_A50_F;DE;22;A50;F;27568.0
DE23_A50_F;DE;23;A50;F;28922.0
DE24_A50_F;DE;24;A50;F;30281.0
EE15_A50_F;EE;15;A50;F;8767.0
EE16_A50_F;EE;16;A50;F;9285.0
EE17_A50_F;EE;17;A50;F;10084.0
EE18_A50_F;EE;18;A50;F;11259.0
EE19_A50_F;EE;19;A50;F;12027.0
EE20_A50_F;EE;20;A50;F;12746.0
EE21_A50_F;EE;21;A50;F;13357.0
EE22_A50_F;EE;22;A50;F;15643.0
EE23_A50_F;EE;23;A50;F;16059.0
EE24_A50_F;EE;24;A50;F;17102.0
IE15_A50_F;IE;15;A50;F;22146.0
IE16_A50_F;IE;16;A50;F;23559.0
IE17_A50_F;IE;17;A50;F;25094.0
IE18_A50_F;IE;18;A50;F;27323.0
IE19_A50_F;IE;19;A50;F;26778.0
IE20_A50_F;IE;20;A50;F;28631.0
IE21_A50_F;IE;21;A50;F;30824.0
IE22_A50_F;IE;22;A50;F;33016.0
IE23_A50_F;IE;23;A50;F;33278.0
IE24_A50_F;IE;24;A50;F;35942.0
GR15_A50_F;GR;15;A50;F;8150.0
GR16_A50_F;GR;16;A50;F;8184.0
GR17_A50_F;GR;17;A50;F;8176.0
GR18_A50_F;GR;18;A50;F;8511.0
GR19_A50_F;GR;19;A50;F;8995.0
GR20_A50_F;GR;20;A50;F;9550.0
GR21_A50_F;GR;21;A50;F;9475.0
GR22_A50_F;GR;22;A50;F;10100.0
GR23_A50_F;GR;23;A50;F;10860.0
GR24_A50_F;GR;24;A50;F;11701.0
ES15_A50_F;ES;15;A50;F;14829.0
ES16_A50_F;ES;16;A50;F;14825.0
ES17_A50_F;ES;17;A50;F;15698.0
ES18_A50_F;ES;18;A50;F;16300.0
ES19_A50_F;ES;19;A50;F;16776.0
ES20_A50_F;ES;20;A50;F;17500.0
ES21_A50_F;ES;21;A50;F;17077.0
ES22_A50_F;ES;22;A50;F;18009.0
ES23_A50_F;ES;23;A50;F;19361.0
ES24_A50_F;ES;24;A50;F;20874.0
FR15_A50_F;FR;15;A50;F;23366.0
FR16_A50_F;FR;16;A50;F;23435.0
FR17_A50_F;FR;17;A50;F;24000.0
FR18_A50_F;FR;18;A50;F;24225.0
FR19_A50_F;FR;19;A50;F;24268.0
FR20_A50_F;FR;20;A50;F;23868.0
FR21_A50_F;FR;21;A50;F;24079.0
FR22_A50_F;FR;22;A50;F;24942.0
FR23_A50_F;FR;23;A50;F;26144.0
FR24_A50_F;FR;24;A50;F;26997.0
HR15_A50_F;HR;15;A50;F;5773.0
HR16_A50_F;HR;16;A50;F;5988.0
HR17_A50_F;HR;17;A50;F;6375.0
HR18_A50_F;HR;18;A50;F;6776.0
HR19_A50_F;HR;19;A50;F;7388.0
HR20_A50_F;HR;20;A50;F;7963.0
HR21_A50_F;HR;21;A50;F;8492.0
HR22_A50_F;HR;22;A50;F;9222.0
HR23_A50_F;HR;23;A50;F;10730.0
HR24_A50_F;HR;24;A50;F;13340.0
IT15_A50_F;IT;15;A50;F;17598.0
IT16_A50_F;IT;16;A50;F;18100.0
IT17_A50_F;IT;17;A50;F;18239.0
IT18_A50_F;IT;18;A50;F;18440.0
IT19_A50_F;IT;19;A50;F;18652.0
IT20_A50_F;IT;20;A50;F;19420.0
IT21_A50_F;IT;21;A50;F;19310.0
IT22_A50_F;IT;22;A50;F;20169.0
IT23_A50_F;IT;23;A50;F;21348.0
IT24_A50_F;IT;24;A50;F;21832.0
CY15_A50_F;CY;15;A50;F;15257.0
CY16_A50_F;CY;16;A50;F;15303.0
CY17_A50_F;CY;17;A50;F;15394.0
CY18_A50_F;CY;18;A50;F;16624.0
CY19_A50_F;CY;19;A50;F;17843.0
CY20_A50_F;CY;20;A50;F;18294.0
CY21_A50_F;CY;21;A50;F;18698.0
CY22_A50_F;CY;22;A50;F;19270.0
CY23_A50_F;CY;23;A50;F;20732.0
CY24_A50_F;CY;24;A50;F;22941.0
LV15_A50_F;LV;15;A50;F;5982.0
LV16_A50_F;LV;16;A50;F;6412.0
LV17_A50_F;LV;17;A50;F;6949.0
LV18_A50_F;LV;18;A50;F;7453.0
LV19_A50_F;LV;19;A50;F;7798.0
LV20_A50_F;LV;20;A50;F;8740.0
LV21_A50_F;LV;21;A50;F;9210.0
LV22_A50_F;LV;22;A50;F;10010.0
LV23_A50_F;LV;23;A50;F;11022.0
LV24_A50_F;LV;24;A50;F;12466.0
LT15_A50_F;LT;15;A50;F;5833.0
LT16_A50_F;LT;16;A50;F;6241.0
LT17_A50_F;LT;17;A50;F;6854.0
LT18_A50_F;LT;18;A50;F;7689.0
LT19_A50_F;LT;19;A50;F;8635.0
LT20_A50_F;LT;20;A50;F;9289.0
LT21_A50_F;LT;21;A50;F;10051.0
LT22_A50_F;LT;22;A50;F;10739.0
LT23_A50_F;LT;23;A50;F;12320.0
LT24_A50_F;LT;24;A50;F;13548.0
LU15_A50_F;LU;15;A50;F;37540.0
LU16_A50_F;LU;16;A50;F;36461.0
LU17_A50_F;LU;17;A50;F;38549.0
LU18_A50_F;LU;18;A50;F;38059.0
LU19_A50_F;LU;19;A50;F;38491.0
LU20_A50_F;LU;20;A50;F;39093.0
LU21_A50_F;LU;21;A50;F;43550.0
LU22_A50_F;LU;22;A50;F;46650.0
LU23_A50_F;LU;23;A50;F;48268.0
LU24_A50_F;LU;24;A50;F;51469.0
HU15_A50_F;HU;15;A50;F;4812.0
HU16_A50_F;HU;16;A50;F;4945.0
HU17_A50_F;HU;17;A50;F;5246.0
HU18_A50_F;HU;18;A50;F;5607.0
HU19_A50_F;HU;19;A50;F;6129.0
HU20_A50_F;HU;20;A50;F;6783.0
HU21_A50_F;HU;21;A50;F;6902.0
HU22_A50_F;HU;22;A50;F;7054.0
HU23_A50_F;HU;23;A50;F;7973.0
HU24_A50_F;HU;24;A50;F;8995.0
MT15_A50_F;MT;15;A50;F;14015.0
MT16_A50_F;MT;16;A50;F;14494.0
MT17_A50_F;MT;17;A50;F;14943.0
MT18_A50_F;MT;18;A50;F;14988.0
MT19_A50_F;MT;19;A50;F;15678.0
MT20_A50_F;MT;20;A50;F;16406.0
MT21_A50_F;MT;21;A50;F;17146.0
MT22_A50_F;MT;22;A50;F;19007.0
MT23_A50_F;MT;23;A50;F;20710.0
MT24_A50_F;MT;24;A50;F;23470.0
NL15_A50_F;NL;15;A50;F;22285.0
NL16_A50_F;NL;16;A50;F;24472.0
NL17_A50_F;NL;17;A50;F;25136.0
NL18_A50_F;NL;18;A50;F;25857.0
NL19_A50_F;NL;19;A50;F;26049.0
NL20_A50_F;NL;20;A50;F;27290.0
NL21_A50_F;NL;21;A50;F;29905.0
NL22_A50_F;NL;22;A50;F;31240.0
NL23_A50_F;NL;23;A50;F;31806.0
NL24_A50_F;NL;24;A50;F;35114.0
AT15_A50_F;AT;15;A50;F;26440.0
AT16_A50_F;AT;16;A50;F;26907.0
AT17_A50_F;AT;17;A50;F;28083.0
AT18_A50_F;AT;18;A50;F;28007.0
AT19_A50_F;AT;19;A50;F;28436.0
AT20_A50_F;AT;20;A50;F;29295.0
AT21_A50_F;AT;21;A50;F;30488.0
AT22_A50_F;AT;22;A50;F;30576.0
AT23_A50_F;AT;23;A50;F;34656.0
AT24_A50_F;AT;24;A50;F;36456.0
PL15_A50_F;PL;15;A50;F;5730.0
PL16_A50_F;PL;16;A50;F;6024.0
PL17_A50_F;PL;17;A50;F;6059.0
PL18_A50_F;PL;18;A50;F;6545.0
PL19_A50_F;PL;19;A50;F;7132.0
PL20_A50_F;PL;20;A50;F;7986.0
PL21_A50_F;PL;21;A50;F;8239.0
PL22_A50_F;PL;22;A50;F;9281.0
PL23_A50_F;PL;23;A50;F;10529.0
PL24_A50_F;PL;24;A50;F;12499.0
PT15_A50_F;PT;15;A50;F;8552.0
PT16_A50_F;PT;16;A50;F;9204.0
PT17_A50_F;PT;17;A50;F;9408.0
PT18_A50_F;PT;18;A50;F;9740.0
PT19_A50_F;PT;19;A50;F;10395.0
PT20_A50_F;PT;20;A50;F;11427.0
PT21_A50_F;PT;21;A50;F;11223.0
PT22_A50_F;PT;22;A50;F;11454.0
PT23_A50_F;PT;23;A50;F;12108.0
PT24_A50_F;PT;24;A50;F;13309.0
RO15_A50_F;RO;15;A50;F;2629.0
RO16_A50_F;RO;16;A50;F;2784.0
RO17_A50_F;RO;17;A50;F;3045.0
RO18_A50_F;RO;18;A50;F;3587.0
RO19_A50_F;RO;19;A50;F;4058.0
RO20_A50_F;RO;20;A50;F;4550.0
RO21_A50_F;RO;21;A50;F;4960.0
RO22_A50_F;RO;22;A50;F;5920.0
RO23_A50_F;RO;23;A50;F;6743.0
RO24_A50_F;RO;24;A50;F;8253.0
SI15_A50_F;SI;15;A50;F;12464.0
SI16_A50_F;SI;16;A50;F;12458.0
SI17_A50_F;SI;17;A50;F;12962.0
SI18_A50_F;SI;18;A50;F;13457.0
SI19_A50_F;SI;19;A50;F;14183.0
SI20_A50_F;SI;20;A50;F;15300.0
SI21_A50_F;SI;21;A50;F;15749.0
SI22_A50_F;SI;22;A50;F;17274.0
SI23_A50_F;SI;23;A50;F;18689.0
SI24_A50_F;SI;24;A50;F;20561.0
SK15_A50_F;SK;15;A50;F;7616.0
SK16_A50_F;SK;16;A50;F;7598.0
SK17_A50_F;SK;17;A50;F;7690.0
SK18_A50_F;SK;18;A50;F;8275.0
SK19_A50_F;SK;19;A50;F;8954.0
SK20_A50_F;SK;20;A50;F;9558.0
SK21_A50_F;SK;21;A50;F;9372.0
SK22_A50_F;SK;22;A50;F;9685.0
SK23_A50_F;SK;23;A50;F;10307.0
SK24_A50_F;SK;24;A50;F;10820.0
FI15_A50_F;FI;15;A50;F;27241.0
FI16_A50_F;FI;16;A50;F;27364.0
FI17_A50_F;FI;17;A50;F;27731.0
FI18_A50_F;FI;18;A50;F;28664.0
FI19_A50_F;FI;19;A50;F;29186.0
FI20_A50_F;FI;20;A50;F;29707.0
FI21_A50_F;FI;21;A50;F;29493.0
FI22_A50_F;FI;22;A50;F;30389.0
FI23_A50_F;FI;23;A50;F;31884.0
FI24_A50_F;FI;24;A50;F;34387.0
SE15_A50_F;SE;15;A50;F;31544.0
SE16_A50_F;SE;16;A50;F;31374.0
SE17_A50_F;SE;17;A50;F;31781.0
SE18_A50_F;SE;18;A50;F;31878.0
SE19_A50_F;SE;19;A50;F;29777.0
SE20_A50_F;SE;20;A50;F;30742.0
SE21_A50_F;SE;21;A50;F;31170.0
SE22_A50_F;SE;22;A50;F;33541.0
SE23_A50_F;SE;23;A50;F;33819.0
SE24_A50_F;SE;24;A50;F;33756.0
EU15_A50_M;EU;15;A50;M;17206.0
EU16_A50_M;EU;16;A50;M;17748.0
EU17_A50_M;EU;17;A50;M;18380.0
EU18_A50_M;EU;18;A50;M;18978.0
EU19_A50_M;EU;19;A50;M;19551.0
EU20_A50_M;EU;20;A50;M;20934.0
EU21_A50_M;EU;21;A50;M;20794.0
EU22_A50_M;EU;22;A50;M;21700.0
EU23_A50_M;EU;23;A50;M;23061.0
EU24_A50_M;EU;24;A50;M;24325.0
BE15_A50_M;BE;15;A50;M;24295.0
BE16_A50_M;BE;16;A50;M;24018.0
BE17_A50_M;BE;17;A50;M;24620.0
BE18_A50_M;BE;18;A50;M;25956.0
BE19_A50_M;BE;19;A50;M;26759.0
BE20_A50_M;BE;20;A50;M;28135.0
BE21_A50_M;BE;21;A50;M;28240.0
BE22_A50_M;BE;22;A50;M;30278.0
BE23_A50_M;BE;23;A50;M;31879.0
BE24_A50_M;BE;24;A50;M;34476.0
BG15_A50_M;BG;15;A50;M;3876.0
BG16_A50_M;BG;16;A50;M;3839.0
BG17_A50_M;BG;17;A50;M;4342.0
BG18_A50_M;BG;18;A50;M;4090.0
BG19_A50_M;BG;19;A50;M;4956.0
BG20_A50_M;BG;20;A50;M;5492.0
BG21_A50_M;BG;21;A50;M;5930.0
BG22_A50_M;BG;22;A50;M;6333.0
BG23_A50_M;BG;23;A50;M;7530.0
BG24_A50_M;BG;24;A50;M;8859.0
CZ15_A50_M;CZ;15;A50;M;8201.0
CZ16_A50_M;CZ;16;A50;M;8719.0
CZ17_A50_M;CZ;17;A50;M;9228.0
CZ18_A50_M;CZ;18;A50;M;10182.0
CZ19_A50_M;CZ;19;A50;M;11296.0
CZ20_A50_M;CZ;20;A50;M;12373.0
CZ21_A50_M;CZ;21;A50;M;12139.0
CZ22_A50_M;CZ;22;A50;M;14204.0
CZ23_A50_M;CZ;23;A50;M;15842.0
CZ24_A50_M;CZ;24;A50;M;17303.0
DK15_A50_M;DK;15;A50;M;34406.0
DK16_A50_M;DK;16;A50;M;35094.0
DK17_A50_M;DK;17;A50;M;35798.0
DK18_A50_M;DK;18;A50;M;37027.0
DK19_A50_M;DK;19;A50;M;38601.0
DK20_A50_M;DK;20;A50;M;39532.0
DK21_A50_M;DK;21;A50;M;40858.0
DK22_A50_M;DK;22;A50;M;42040.0
DK23_A50_M;DK;23;A50;M;42858.0
DK24_A50_M;DK;24;A50;M;43899.0
DE15_A50_M;DE;15;A50;M;23234.0
DE16_A50_M;DE;16;A50;M;24291.0
DE17_A50_M;DE;17;A50;M;24856.0
DE18_A50_M;DE;18;A50;M;25693.0
DE19_A50_M;DE;19;A50;M;26351.0
