country_ID;category_ID;cumulative_inflation_20_23
AT;C01;0.2658309319700001
AT;C02;0.1422041911280001
AT;C03;0.07956885050000007
AT;C04;0.35002251835999987
AT;C05;0.18714596443999998
AT;C06;0.11965068627199993
AT;C07;0.23344025911999977
AT;C08;-0.08537659060800018
AT;C09;0.16346170408999972
AT;C10;0.1283176678400002
AT;C11;0.3055953204800006
AT;C13;0.14521041008000002
BE;C01;0.2675417832999998
BE;C02;0.25182841741999984
BE;C03;0.08640006320000015
BE;C04;0.17139934835000004
BE;C05;0.12893956797999984
BE;C06;0.07109898895999955
BE;C07;0.2085644284999999
BE;C08;0.029155600975999896
BE;C09;0.12182995987999967
BE;C10;0.06433438685199988
BE;C11;0.20102754932999978
BE;C13;0.13890628942999972
BG;C01;0.49627557247999987
BG;C02;0.12894200359999997
BG;C03;0.106346021924
BG;C04;0.3321979351999995
BG;C05;0.23815485439999984
BG;C06;0.19004246144000003
BG;C07;0.22330264999999994
BG;C08;0.02027630813999992
BG;C09;0.19441371392000018
BG;C10;0.27806706692000005
BG;C11;0.33673478681599955
BG;C13;0.253208304008
CY;C01;0.20125592000000014
CY;C02;0.03494018713399982
CY;C03;0.05582651419999962
CY;C04;0.31683426758
CY;C05;0.09616553661999983
CY;C06;0.034406033674999614
CY;C07;0.16052837900000005
CY;C08;-0.03174686480800015
CY;C09;0.12315272443999992
CY;C10;0.04362350599999987
CY;C11;0.13389178515200006
CY;C13;0.0870056162899997
CZ;C01;0.38049513055999995
CZ;C02;0.31921062998400007
CZ;C03;0.45398783667499987
CZ;C04;0.5888454041600002
CZ;C05;0.27513179109999975
CZ;C06;0.2512346461999999
CZ;C07;0.27214098406400034
CZ;C08;0.003637065649999993
CZ;C09;0.28569086805599997
CZ;C10;0.1805327462399997
CZ;C11;0.5012119825999997
CZ;C13;0.28903743386000014
DE;C01;0.33843290642599944
DE;C02;0.2002328576000001
DE;C03;0.07857670080000001
DE;C04;0.24368576336000025
DE;C05;0.1680911692999998
DE;C06;0.05596339120999971
DE;C07;0.21451433641999995
DE;C08;-0.017019964000000054
DE;C09;0.1316088312199999
DE;C10;0.06499397888000025
DE;C11;0.21844474953199988
DE;C13;0.15131604438499968
DK;C01;0.22320743176000013
DK;C02;0.27731637488000005
DK;C03;0.02980498255999997
DK;C04;0.1621325915599996
DK;C05;0.10725767203999981
DK;C06;0.07261117963999975
DK;C07;0.15013193489999987
DK;C08;-0.00038810828800006636
DK;C09;0.09120882070199965
DK;C10;0.12431357224999973
DK;C11;0.20337828083199994
DK;C13;0.12082909996799995
EE;C01;0.43518713216000005
EE;C02;0.1353442740499997
EE;C03;0.17939377999999984
EE;C04;0.7914824205200004
EE;C05;0.3056951311099998
EE;C06;0.2451217212000001
EE;C07;0.25961431183999983
EE;C08;-0.030683234176000163
EE;C09;0.330037306136
EE;C10;0.18804787012999968
EE;C11;0.26293645649599995
EE;C13;0.2734127477539998
ES;C01;0.2994665431040002
ES;C02;0.1269244814599999
ES;C03;0.019104139999999825
ES;C04;0.09918199550000018
ES;C05;0.1328854880000001
ES;C06;0.04157014485199961
ES;C07;0.14513137915399987
ES;C08;-0.024775739080000192
ES;C09;0.09054556966399985
ES;C10;0.04153847911999975
ES;C11;0.16212137350400013
ES;C13;0.11204128111999978
EU;C01;0.3121577515999996
EU;C02;0.20441812398599968
EU;C03;0.08393374124000008
EU;C04;0.2774070742400001
EU;C05;0.17366265689600002
EU;C06;0.09165366374399952
EU;C07;0.20016120859999997
EU;C08;-0.0031287371320000146
EU;C09;0.13645080812
EU;C10;0.09342731527999981
EU;C11;0.21197344112000005
EU;C13;0.1481569155979996
FI;C01;0.2322752039
FI;C02;0.1731303237499997
FI;C03;0.0337971442399998
FI;C04;0.171320264
FI;C05;0.11579498267999999
FI;C06;-0.002161557280000004
FI;C07;0.171264788
FI;C08;0.14980492249999977
FI;C09;0.12184689232000001
FI;C10;0.06953884883999972
FI;C11;0.16265949855599993
FI;C13;0.078858861896
FR;C01;0.23755407824000008
FR;C02;0.21152933547499986
FR;C03;0.052611104167999745
FR;C04;0.19225752037199983
FR;C05;0.14831365921999984
FR;C06;0.014957215999999995
FR;C07;0.17155961768999983
FR;C08;-0.017740982260000204
FR;C09;0.09278616937999984
FR;C10;0.11453020791199986
FR;C11;0.11918297758399987
FR;C13;0.10025796608000004
GR;C01;0.28551490928
GR;C02;0.027159132999999835
GR;C03;0.10345778523199978
GR;C04;0.15229603999999997
GR;C05;0.1190117518999998
GR;C06;0.0683960670799999
GR;C07;0.11642867392
GR;C08;-0.08328565600000015
GR;C09;0.03600863475200011
GR;C10;0.04766933340799984
GR;C11;0.1357498520899998
GR;C13;0.041622711999999895
HR;C01;0.35395940397899994
HR;C02;0.21965490679999977
HR;C03;0.15954818000000004
HR;C04;0.18543721690399995
HR;C05;0.21721246046399978
HR;C06;0.10817516902400004
HR;C07;0.19425626449999966
HR;C08;0.06335629809499954
HR;C09;0.1745826238999999
HR;C10;0.04842244807999996
HR;C11;0.35634545748800006
HR;C13;0.20483462758400006
HU;C01;0.753746521472
HU;C02;0.5079362579999998
HU;C03;0.14696434999999997
HU;C04;0.3622104692000001
HU;C05;0.41027743574999964
HU;C06;0.3074120910499998
HU;C07;0.4393798060999998
HU;C08;0.06776879660399993
HU;C09;0.31593201459199993
HU;C10;0.25077556518200006
HU;C11;0.6376487830399997
HU;C13;0.32641531712000016
IE;C01;0.15385734400400009
IE;C02;0.18339854336000028
IE;C03;-0.013840661176000024
IE;C04;0.43230616636800057
IE;C05;0.02291472588800003
IE;C06;0.05895374819999977
IE;C07;0.19448532203000002
IE;C08;-0.02661207646399999
IE;C09;0.13384902831199996
IE;C10;-0.03604357528000013
IE;C11;0.19106221388
IE;C13;-0.005003980000000019
IT;C01;0.22866605644999982
IT;C02;0.07158077193499968
IT;C03;0.06949327939999983
IT;C04;0.4513079285000001
IT;C05;0.128703506056
IT;C06;0.03732974344999973
IT;C07;0.16475996551599992
IT;C08;-0.1024404940000001
IT;C09;0.06902435277200003
IT;C10;-0.019300681000000153
IT;C11;0.16257809059999984
IT;C13;0.09173893336999983
LT;C01;0.5232422236159997
LT;C02;0.2659993149440001
LT;C03;0.07870356308000015
LT;C04;0.65650550912
LT;C05;0.28746216338999986
LT;C06;0.3013907793920001
LT;C07;0.30858779167999995
LT;C08;0.10573883728000033
LT;C09;0.23247052670599988
LT;C10;0.30817068199999986
LT;C11;0.4259584162879999
LT;C13;0.31700158928
LU;C01;0.22522201100000006
LU;C02;0.10463815174999969
LU;C03;0.09338539429999959
LU;C04;0.14879144089600005
LU;C05;0.15853928014999963
LU;C06;0.1055302697599998
LU;C07;0.21108021748999994
LU;C08;-0.05826562928000001
LU;C09;0.14244488191999993
LU;C10;0.058152555151999685
LU;C11;0.1537004694599997
LU;C13;0.11225012192000006
LV;C01;0.4444258405499999
LV;C02;0.17264144205199972
LV;C03;0.09113230591999999
LV;C04;0.5407421480000001
LV;C05;0.23011331825600023
LV;C06;0.24300231334999967
LV;C07;0.23648268603199996
LV;C08;0.10337425203199957
LV;C09;0.21260149009999996
LV;C10;0.14376147559999986
LV;C11;0.3147085304449999
LV;C13;0.2576253063949998
MT;C01;0.28246564454400036
MT;C02;0.05067881762699944
MT;C03;0.06287435586799983
MT;C04;0.19342359646999974
MT;C05;0.12761866447999992
MT;C06;0.10260399024999955
MT;C07;0.07736697067999998
MT;C08;-0.047493368924000134
MT;C09;0.14741197209599988
MT;C10;0.16598720488000018
MT;C11;0.13436419381999976
MT;C13;0.10865935443200025
NL;C01;0.25974438914599984
NL;C02;0.2540178656000003
NL;C03;0.1447761889999999
NL;C04;0.25804073410399986
NL;C05;0.1964664567440002
NL;C06;0.10099484766800004
NL;C07;0.19999058009600024
NL;C08;-0.04932960399999997
NL;C09;0.13814187871999994
NL;C10;0.06663596187499987
NL;C11;0.2413628230849998
NL;C13;0.16489385319999994
PL;C01;0.4270087826000002
PL;C02;0.2637155278400003
PL;C03;0.08820410660000011
PL;C04;0.6035747840000003
PL;C05;0.27574822836799995
PL;C06;0.2652092602099998
PL;C07;0.30250928024
PL;C08;0.22977666034999977
PL;C09;0.30102339487999985
PL;C10;0.29125780090999975
PL;C11;0.5103876630919997
PL;C13;0.33251682297499996
PT;C01;0.27798672099999955
PT;C02;0.08202657679999992
PT;C03;-0.019431179776000063
PT;C04;0.13784778106999962
PT;C05;0.14393485606400014
PT;C06;0.04220648038399988
PT;C07;0.1255521598089997
PT;C08;0.03755547234799983
PT;C09;0.05132885076800009
PT;C10;0.02976398771199995
PT;C11;0.25543528219199985
PT;C13;0.07181922099199967
RO;C01;0.4371165647359998
RO;C02;0.3163538382400002
RO;C03;0.23187013299999992
RO;C04;0.4883865983000002
RO;C05;0.20959802757199997
RO;C06;0.21062312676800032
RO;C07;0.20859444757699985
RO;C08;0.069657457328
RO;C09;0.2149655295999997
RO;C10;0.2184519925759998
RO;C11;0.3275951519600002
RO;C13;0.33671359293199954
SE;C01;0.2917215141949998
SE;C02;0.11286326817799974
SE;C03;0.159333518048
SE;C04;0.14263567808
SE;C05;0.2546773382779999
SE;C06;0.07490830992000008
SE;C07;0.22224202872099963
SE;C08;-0.04840615225000011
SE;C09;0.11985610239999978
SE;C10;0.03832686425599996
SE;C11;0.19137249601999984
SE;C13;0.16690998587899952
SI;C01;0.3000783702499996
SI;C02;0.20465350669999993
SI;C03;0.05027751832999994
SI;C04;0.3070247958400001
SI;C05;0.19418724619999983
SI;C06;0.19105578709999982
SI;C07;0.1594568130559999
SI;C08;-0.023439689472000036
SI;C09;0.10562820905600034
SI;C10;0.08720719553599965
SI;C11;0.2535596692059998
SI;C13;0.15280265052800024
SK;C01;0.4516246841
SK;C02;0.2512076634079998
SK;C03;0.12424352034499964
SK;C04;0.28158260652800005
SK;C05;0.2556864503360001
SK;C06;0.20513948599999998
SK;C07;0.23173952501600015
SK;C08;0.18812660980000007
SK;C09;0.1985098756400001
SK;C10;0.28097921390299985
SK;C11;0.44730171067400004
SK;C13;0.2899588476320001
